31	-0.00138432184075037	0.00141696467181087
32	-0.000688146529540794	0.000923008099381291
409	-0.00102012990313077	0.000522365822938691
633	-0.000688047067040722	0.000922597360808969
1005	-0.00160092760789223	-0.000864119569224323
1500	-0.000654516803285583	0.00143402341863436
1746	-0.00161535476468288	-0.00122750484632309
1882	-0.00163153226397643	-0.00121030605941861
2140	-0.00155871222177141	-0.00087682228685355
4345	0.00155422222728845	-0.000851883044359351
4530	-0.00172833712570783	0.00126138219755144
4915	-0.000922365855286326	-8.82490113973506e-05
6155	-0.00120803215545988	-0.000863404517194805
6310	-0.000731390162504474	0.000369399938524261
6672	-0.00159330245232515	-0.000603702058581278
6817	0.0015631511777276	-0.000960642490625731
7059	-0.000303777252911798	0.00111493941216153
7060	8.26485018791513e-05	-0.000570709179339672
7777	0.000483914333535938	-0.000477812769290401
7863	-0.00160623553714822	-0.00122835501833311
7955	-0.00152990928272043	0.000131260351790489
8040	-0.000568375238622674	0.000318173552890409
8397	-0.00156896447573098	-0.000566658939972863
