31	-0.00122999501482241	0.00125580038164328
32	-0.000531993442872951	0.000765151914021973
409	-0.000862182080487385	0.000363145420354094
633	-0.000531892252678178	0.000764741735390563
1005	-0.0014369987045634	-0.00102570490443067
1500	-0.000500556043443351	0.00127614111994934
1746	-0.00144991031830279	-0.00138917730500854
1882	-0.00146615557960649	-0.0013720442572969
2140	-0.00139474157640222	-0.00103822965881446
2377	-0.00179258251323874	0.00102973128832262
2436	-0.00165210648780167	0.00129941895300686
4345	0.00171846758372918	-0.00100012236733451
4530	-0.00157318199900453	0.00109874771533396
4915	-0.000761855403927383	-0.000246950375642829
6155	-0.00104419340708097	-0.00102332907952122
6310	-0.000572864684356113	0.000211476328867852
6542	-0.00156448350396059	0.00137219984700099
6672	-0.00143045950403053	-0.000765255203497532
6817	0.00172789510202329	-0.00110889056736703
7059	-0.000148534567096163	0.000958741982493309
7060	0.000245190735877534	-0.000725118108939005
7777	0.000646110080428695	-0.000630491524486825
7863	-0.00144078963944998	-0.00138998943830333
7955	-0.00137014911482598	-3.01049373070904e-05
8040	-0.000409660403687119	0.00016097055343155
8397	-0.0014062830286159	-0.000728109656076586
